startup_id,startup_name,industry,location,market_size_estimate,market_growth_rate,founder_experience_years,founder_previous_exits,founder_education_level,team_size,monthly_active_users,revenue_last_month,growth_rate_last_3_months,pilot_partnerships,funding_rounds,total_funding_received,investors_count,status,pitch_deck_summary,vision_statement,problem_statement,succeeded_in_funding
89,Davis-Kemp,Gaming,Mumbai,4036457980,7.22,1,1,PhD,200,282173,46992977,38.24,False,0,0,0,Closed,"Fire represent such billion mouth good during. Drop but program organization have spend adult.
What myself bed once school for computer. Pick newspaper field each end.",Total interactive artificial intelligence,benchmark virtual vortals,False
90,"Carrillo, Wright and Acevedo",E-commerce,Ahmedabad,2469229920,4.75,13,2,PhD,232,392020,10698727,30.4,False,0,0,0,Acquired,"Morning someone simple media effort. Either civil scene dark agree already.
Market couple that hear name sound. Market send sense boy surface career area. Financial figure meet garden others.",Down-sized 6thgeneration encryption,deliver killer schemas,False
91,Parker Ltd,Edtech,Bangalore,1643890436,11.27,4,0,Bachelors,134,148550,20164994,34.85,False,3,171700135,5,Acquired,"Image boy since while leader. Report moment now prepare. Theory senior certainly half car first a. Piece lawyer laugh building training.
Better attention need teacher pattern teach action.",Ergonomic leadingedge system engine,deploy strategic web services,True
92,"Hopkins, Reeves and Gibson",Edtech,Kolkata,4901765449,8.82,6,2,Bachelors,222,207988,25301709,5.49,True,0,0,0,Acquired,"Community decision feeling agency dog play this event. Series number serve a page back full involve.
Could big speak town data specific. Bag however reality whether. Partner goal discuss project school city trip.",User-friendly intermediate orchestration,reinvent scalable mindshare,False
93,"Garcia, Leon and Mullen",Gaming,Delhi,4745743675,13.08,12,0,PhD,297,367407,46147470,8.05,False,3,971573127,9,Active,"Light close fact garden a news crime. Military six behind on state level.
Right Mr I result. Strategy garden station.",Organic content-based extranet,optimize end-to-end paradigms,True
94,Jackson-Stewart,SaaS,Kolkata,4609660712,18.73,1,1,Masters,105,430460,39826537,42.03,False,0,448237293,1,Active,"Make left safe water him. Few fish director. During cause perform just bar fire word.
Book throw word exactly visit especially administration budget. Act citizen medical. Beat expect condition position speak night price.",Future-proofed cohesive synergy,evolve frictionless e-commerce,True
95,Martin-Mueller,AI/ML,Hyderabad,3228392502,6.87,15,0,MBA,141,58545,25687235,39.5,False,0,0,0,Closed,"Side forget front really drug. Upon collection quite American edge imagine. Example body record yes thought determine require room. Up person success baby win investment.
Draw nice style century. Dream dark remain power eat listen.",Advanced reciprocal secured line,embrace frictionless models,False
96,Dominguez-Tucker,E-commerce,Chennai,1490774306,9.77,11,1,PhD,214,9666,13437105,45.96,True,0,0,0,Closed,"Position operation professor. Support door several fear bank. Not describe service edge.
Then read college wish. Participant tend shake add.",Universal zero-defect policy,incentivize mission-critical niches,False
97,"Day, Barajas and Phillips",AI/ML,Hyderabad,2943212907,18.52,7,1,MBA,165,384152,10590030,14.24,False,1,141575386,2,Active,"Economic fine father field. Professor environment church money exactly between late. Offer between science really yeah exactly rise. Eight performance language.
Time per see. War fish these.",Proactive radical intranet,re-contextualize world-class synergies,True
98,"Garcia, Lopez and Harris",Healthtech,Delhi,1764658630,19.58,9,0,Masters,152,315997,5408869,4.72,True,0,0,0,Active,"Southern news prevent federal gun stuff. Call participant over vote large. Right job everyone themselves pattern whether senior.
Us market section leave hospital all maintain.
Make fast between still. Treat lay interview church.",Ergonomic empowering toolset,evolve granular convergence,False
99,Rogers-Marshall,Edtech,Hyderabad,3156911152,8.09,13,1,Bachelors,219,134554,29132426,40.09,False,0,0,0,Active,"Bit operation feel direction bag way catch.
Thousand health magazine word song common expect. How top true wait or image suffer hair.
Direction question both security have indicate. Name weight police international individual community.",Right-sized cohesive middleware,matrix clicks-and-mortar systems,False
100,White LLC,Agritech,Kolkata,1818997532,13.62,16,2,PhD,22,427752,42541405,35.85,True,1,937798589,2,Acquired,"Same certainly family true energy.
When good officer pressure already stand likely table. Series hold course.
This goal true several north. Attention he would after ready.",Integrated next generation framework,re-contextualize proactive action-items,True
101,"Calderon, Sampson and Davis",SaaS,Ahmedabad,2721264241,11.45,19,2,Bachelors,136,187240,26801175,43.16,False,2,993015184,3,Active,"Explain play spend. Example reflect toward born hundred toward. Crime shake image month hope.
Suffer office give decision technology clear through. Performance treatment note story thank case cultural tell. Someone tough participant.",Down-sized interactive workforce,exploit interactive initiatives,True
102,"Thomas, Terry and Lindsey",Fintech,Pune,2755499899,16.61,18,2,MBA,12,374048,13849094,13.07,False,0,0,0,Active,"Again room light option. Budget note would old. Art under amount remember control.
Learn service color scientist television hour pattern. Expect push act us material.
Boy choose could explain choose. Face change push truth. Your place system eat.",Advanced 24hour ability,facilitate rich infrastructures,False
103,Perry LLC,E-commerce,Kolkata,1084656124,13.12,15,0,Masters,71,40986,42300779,12.29,False,1,24156190,3,Active,"Still technology movie player. West moment officer serve street. Anyone dream piece I possible although treatment trip.
Likely every interesting coach past effect. Standard special some stage trouble long.",Multi-lateral motivating Graphical User Interface,embrace world-class web services,True
104,Glover and Sons,Gaming,Bangalore,3590713119,17.55,11,0,PhD,186,122300,621213,15.01,False,1,955129197,7,Closed,"Order clearly less operation letter enough rest. Let woman owner can door spend.
Today action dinner evening natural control senior side. Physical daughter between.
Bad sing skill at plant. Assume evidence process less. Seat reveal sing though.",Enterprise-wide contextually-based portal,streamline B2B markets,True
105,Peterson-Schroeder,SaaS,Delhi,4160686240,6.53,19,0,PhD,40,444676,3536737,44.69,True,0,0,0,Closed,"Republican contain late say study. Impact society show her fish.
Season anything ball image. Rather or individual pay land. Beyond budget project young.
Tell force phone interview.",Secured upward-trending throughput,scale innovative e-markets,False
106,Beard-Johnson,Fintech,Ahmedabad,2468094355,8.71,2,2,Bachelors,123,379387,6203956,20.77,True,0,0,0,Closed,Up set future woman sit produce cup. Reduce generation computer personal. Nor stop science key bring east professor.,Advanced national capacity,incentivize transparent niches,False
107,Williams Inc,SaaS,Delhi,4698258996,8.01,12,0,PhD,206,442501,13136263,49.28,True,0,799907329,2,Acquired,"Throughout outside value become know nice. School sometimes election professional fear financial.
Too away as final us visit herself too. Have which son easy actually election head. Any hospital wind determine five arrive garden.",Team-oriented non-volatile Graphic Interface,disintermediate out-of-the-box models,True
108,Roberts LLC,AI/ML,Ahmedabad,4185521160,12.21,13,0,MBA,205,318173,19033125,41.83,True,3,80718637,2,Active,Factor half fact current town then population. Very others develop through position score. Fact certainly try summer.,Extended bifurcated productivity,incentivize leading-edge mindshare,True
109,Lewis and Sons,Agritech,Pune,4532970821,18.54,10,0,PhD,38,434168,46375848,25.12,False,3,79487338,7,Active,"Whom three eat administration necessary success.
Eat sort important still. Economy color benefit hear kind.
Especially character attorney life teacher local. Individual body present enough.
Ready street sound a. Too thus dinner indeed west add.",Sharable bifurcated forecast,grow e-business interfaces,True
110,"Sanders, Thomas and Cervantes",AI/ML,Mumbai,1587919316,7.48,6,2,PhD,172,228595,34790908,33.42,True,1,601875061,1,Closed,"Wish than human himself nature. Interest kid next mouth management step.
From rise raise simply quality. Finish class foot maintain company trial. Office suffer wear agree free thousand.
Police fall city future check. Hard last catch fly different.",Re-contextualized disintermediate pricing structure,e-enable interactive mindshare,True
111,Rasmussen-Thomas,Fintech,Pune,4311039165,11.82,2,1,Masters,197,151322,40391731,38.66,True,4,572325627,5,Closed,"Number win cell reveal leave.
Fund as opportunity animal eye north special.
Shake represent low history never defense share. Apply country authority million interview item strategy. Impact low offer view seven state.
Able risk quite. Oil tree out.",Team-oriented solution-oriented middleware,re-contextualize killer e-markets,True
112,"Dennis, Ross and Jones",Fintech,Bangalore,2877731338,9.05,17,2,Masters,299,229071,16780274,47.49,True,0,0,0,Acquired,"Outside scientist particularly ask floor us year. Us however particularly federal stage people. Surface idea half ground.
Wonder serve adult meeting policy. Discuss talk single everything child.",Universal reciprocal definition,cultivate extensible convergence,False
113,Smith-Aguilar,Edtech,Hyderabad,1579826069,15.45,1,1,Masters,40,206550,24765666,29.96,False,2,877046711,1,Closed,"Everything return him rock score. Different suggest road produce. Wish collection all success.
Individual free any fine. Hope goal then space experience.
Hotel along agent. Traditional note road major such.",Exclusive executive ability,embrace transparent applications,True
114,"Kim, Perez and Johnston",Healthtech,Hyderabad,1664311786,8.68,2,0,PhD,77,278192,33468471,36.55,False,0,416436876,8,Active,"You small finally direction much. Year as including great gas.
Experience summer road game down pattern. Issue take lay check feel capital office. Laugh military executive suggest. Form bar teach realize popular.",Proactive user-facing interface,integrate scalable applications,True
115,Waller-Hawkins,Edtech,Mumbai,4518017666,4.32,12,2,Masters,106,89929,40141083,18.37,False,3,326631490,1,Acquired,Occur not stock experience look piece a not. Than feel color management new garden. Stay must ready radio best enough fast trip.,Phased context-sensitive extranet,whiteboard one-to-one platforms,True
116,Jenkins-Price,Fintech,Chennai,3965933624,10.58,15,1,PhD,84,91327,36055138,36.75,False,4,860512873,1,Closed,"From matter partner focus campaign. Job war anything camera according explain. To oil beyond garden.
Book majority short particularly have.
Then former improve everything woman example. Development lay rate ok.",Synergistic dynamic project,envisioneer e-business niches,True
117,"Benson, Randall and Castro",E-commerce,Mumbai,3973305205,13.83,8,0,Masters,93,252147,10573214,34.81,True,0,0,0,Closed,"Visit parent white party. Dinner health minute they. Decide expert strong seek eye body pick class.
Manage use drop far camera financial entire. Yourself politics page same key provide game Republican.",Right-sized motivating data-warehouse,iterate collaborative web services,False
